idx,conversation,class
369,"던킨 위생 문제 터졌더라 키키
봤어 ㅋ
근데 던킨 잘 안 먹어서 ㅋ
키키 매장은 위생 겁나 빡세게 관리했다 하더라고 키키
매장 관리 빡세게 하면 뭐해 ㅋ
공장에서 터졌는데
그러니까 키키
이미지 완전 나가리 되고 던킨 매장 업주들만 안타깝게 됐네
몰랐으면 모를까 알고도 사 먹긴 힘들지 ㅋ
나도 그렇게 생각해 키키
사 먹을 때마다 위생 걱정 될 거 아냐 키키
뭐 던킨에서 대책 마련 하겠지 뭐 ㅋ
키키 가끔 도넛 먹고 싶을 때 사 먹었는데 키키
가끔 먹고 싶을 때가 있지 ㅋ
최근에 위생 관련으로 문제가 많이 터지네
또 위생 문제 터진 곳이 있어?
최근에 한 2~3개 본 듯?
저세상 위생으로 키키
아마 위생 안 좋은 곳 많을 거야
많겠지 키키
식약청의 열 일이 필요하다 키키
자영업자가 워낙 많아서 다 관리하기 힘들거야 ㅋ",일상 대화
370,"형 자동차 어떤걸 사야할까 ?
자동차 살려고?
요즘 자동차 종류가 워낙 많아서
나는 큰차 갖고 싶던데 키키
이번에 **** 아우디 샀던데 산 이유 너무 웃기대 키키
키키 난 못봤는데 키키 최근에 산거가?
삭제된 메시지입니다.
그런 것 같더라 키키
산 이유가 고속도로에서 화물차랑 충돌해도 차 안 부서질거라고 키키 그래서 샀다대
키키 그게 말이 되나? 키키
이유가 웃기긴 하네
키키 나도 그런 흐름으로 차를 사볼까
키키 니도 외제차 살라고?
형 나는 카푸어는 싫어서 키키 능력 있을 때 외제차 살려고...
엉 요즘 카푸어 많다고 하더라 ㅠㅠ
능력 있을 때 사야지 카푸어는 좀 아니다
그러니까 카푸어들은 결국 망하더만 !
키키 내 친구는 아직도 카푸어 하는 애도 있다
키키 형이 바로 잡아 줘라
키키 내 말도 무시한다 키키
지 알아서 살겠지
키키 진짜 형 친구지만 생각 없네...
엉 키키 내 친구지만 생각 없다",일상 대화
371,"니는 컴퓨터 게임하는 거 좋아하나?
컴퓨터 게임도 좋아해서 피씨방도 잘 가요 키키
오오! 요즘 피씨방 엄청 좋다매?
좋죠 키키
근데 가기 좀 눈치 보이긴 하죠
가면 보통 무슨 게임해? 키키
롤하거나 키키 오버워치도 좀 했고
오... 나는 둘 다 안 해본 게임이네 키키
재밌나?
키키 재밌죠 키키
전 그런 게임이 좋아요
둘 다 캐릭터 키우고 막 몬스터 해치우고 그런 거가?
어... 음...
사람들끼리 싸우는?
아? 사람들끼리 싸우는구나?
그래서 게임하면서 실제로 사람들끼리도 많이 싸우는 거가?
키키 막 욕하는 사람들 있긴 해요
롤 같은 거는 멘탈이 약하면 못한다매 키키
키키 근데 알죠 그런 거 욕하는 애들 초딩인 거
키키 악 키키 그니까 요즘 초딩들 무서움... ㄷㄷ
그건 맞아요
진짜 말빨도 세고",일상 대화
372,"어무이 아부지 건강 하시지...?
당연하지 우리 어무니 아부지는 핵 건강하시다
엄마랑 **랑 물에  빠졌어 **의 선택은
엄마는 수영 잘해서 ** 구해주야지 키키
그럼 아빠랑 **랑 물에 빠졌어
아빠도 수영 잘해서 **만 구출하면 된다 키키
키키 **만 수영 못하는 거니
촌에 사람들은 다 수영 기본이지 키키
그냥 **를 사랑한다고 해
키키 뭔가 넘 오래 살아서 사랑이 부끄럼
난 그래도 남편보다 엄마가 좋더라... 후후...
**도 아마 그럴걸 장모님 사랑할걸 키키
뭐가 오래 살아 앞으로 70년은 살아야 함
그럼 우리 100살이다 키키 무섭다
키키 100살까지 살 수 있을 듯 키키
그래 이제는 100세 시대라 하니까~",일상 대화
373,"요즘은 군대생활이 나름 좋아졌다고 하더라
키키 그러게요 복무 기간도 짧아지고
응응 키키 스마트폰도 들고 갈 수 있다던데?
키키 맞아요 키키 진짜 예전에 비하면
근데 충전 콘센트가 자리마다 있을까?
아? 그 정도일까요? 키키
그렇게까지는 아닐 것 같은데
키키 그치? 키키 일과시간 끝나면 스마트폰 받는데
키키 아? 키키 좋네요 진짜 저녁에 카톡 하고
키키 응응 그래도 너보고 가라 하면 가기 싫지?
키키 진짜 싫죠 키키
전 진짜 돈 줘도 안 가요
나도 그래 키키 힘들 거야... 스마트폰 있어도...키키
키키 스마트폰이 그딴 거 다 필요 없어요 키키
돈 얼마 주면 갈 수 있어? 키키
키키 돈 억 줘도 안 가요 저는 키키
우리 회사 사람들은 한 1억만 돼도 다시 간다던데?
오? 1억 키키
아 진짜 한번 갔다가 1억 괜찮을까",일상 대화
374,"아~ 여행 좀 가고 싶다
몸이 근질근질하다
나도 코로나 때문에 지금 못 간 나라가 몇 곳이냐
맞제... 나도 ㅠㅠ 작년에 뉴질랜드 갈랬는데 ㅠㅠ
맞다 니 뉴질랜드 간다고 했었잖아
그거 어케 됨?
못 가게 됐지 뭐 ...
작년에 엄청 심했잖아
그럼 코로나 잠잠해지면 바로 갈 거야?
지금 뉴질랜드가 거의 봉쇄라서 좀 오래 걸릴 듯?
맞다 뉴질랜드 코로나 청정 국가니 뭐니 했잖아
어 ㅠㅠ 그래서 그냥 여행으로 가긴 좀 어려울 것 같음
근데 왜 하필 뉴질랜드야?
호주를 가지 차라리
호주는 뭔가 세련된 느낌이고 뉴질랜드는 찐 자연이잖아
키키 그니까 호주를 가야지
난 호주가 좋던데
사실 나도 고민하긴 했는데 엄마가 뉴질랜드가 더 좋대
그럼 어쩔 수 없긴 하지 키키
뉴질랜드에서 뭐 하려고
이번엔 크라이스트처치에서 내내 있으려고 키키
엄마가 거기가 좋대
저번에 갔다 온 곳 중에 좋았던 곳으로 또 가는 거야?",일상 대화
375,"에있 길 가다 넘어졌는데 코뼈 부러져라
허르 너무해 누나나 넘어지지 마
잘 넘어지잖아
난 촐랑촐랑 망아지마냥 뛰어당겨서 그렇구
그냥 슬리퍼 질질 끌고 다녀서 그런 듯
슬리퍼가 편한 걸 어떡해...
운동화 답답함
누나는 그럼 운동화는 언제 신는 거야?
강아지 산책할 때만?
아니이
등산할 때 신지 운동화
헐 그럼 1년에 한번 신는 거야?
아니 내일 시는단 말이여
헐 뭐야
누나 내일 등산 가는구나
맞아 ~!~ 가서 다람쥐마냥 산타고 올 거야
허르 산 가서 동물 보면 좋겠다
나가 다람쥐 보고 싶은데 없게찌...
그러게 ㅜㅜ
그래도 잘 찾아봐 있을 수도 \
근데 넘 일찍 가야 해서 힘들어서 찾아볼 기력도 없을 듯
키키 몇 시에 가는데?
누나 조심해 아침이면",일상 대화
376,"나 최근에 진짜 재밌는 영화 봤어!
뭐 봤는데?
모가디슈 본 거 아냐?
ㄴㄴ 난 그런 영화는 안 좋아해!
SF나 액션 이런 게 좋지
그럼 또 보나마나 어벤져스 본 거겠지 키키
기대도 안 해
야~ 뭔 소리야 키키
이번엔 다른 거라고 키키 스파이 봤음
스파이? 우리나라 영화?
액션 영화겠네
ㄴㄴ 아님 코메디 영환데 진짜 배꼽 빠지는 줄 알았다니까
배꼽이 빠져...? 표현력 무엇... ㅋ
웬일로 코미디 영화를 봤어?
영화 소개하는 프로그램에서 찾았는데 진짜 재밌더라
난 너는 맨날 해리포터 같은 영화만 보는 줄 알았지 키키
내가 좀 그렇긴 하지 ㅠㅠ
해리포터는 10번씩은 봤을 거야
스파이에는 누가 나와?
그것도 좀 유명한 영화야?
어 ㅠㅠ 주드로 나오고 여자 배우는 그냥 뚱뚱한 배우야
야 ㅠㅠ 너무하네 진짜...
뚱뚱한 배우가 뭐야 ㅠㅠ
키키 아 뭐 나도 뚱뚱하지만 키키 캐릭터가 진짜 뚱땡이 캐릭터라구
나도 한번 찾아볼게 ~
진짜 재밌는 거 맞지?",일상 대화
377,"아 싫어
아빠가 걔 만나면 무슨 말 할 줄 알고 내가 데리고 와
그럼 결혼하면 꾸미는 너가 데리고 갈 거냐?
결혼하면 맞벌이 할텐데 꾸미를 어떻게 데리고 가...
아빠 미안...
그럼 늙은 니네 엄마랑 내가 꾸미 보라고야
안 키울 생각이었어?
난 당연히 엄마랑 아빠가 키울 거라 생각했는데
니네 엄마 하루종일 집에만 있으니까 보라고 해라
지금도 엄마가 다 산책시키고 보고 하잖아
꾸미가 너를 얼마나 좋아하는데 매정하게 두고 가냐
매정하게 두고 가는 게 아니라 꾸미가 여기 사는 게 꾸미한테 더 좋으니까 그렇지
그래 집에 사람 있는 곳에 두는 게 낫지
그리고 당장 먼 미래인데 너무 앞서 생각하는 거 아니야?
그래도 미리미리 계획은 세워 놔야지
아니 키키
누가 보면 당장 다음달에 결혼하는 줄 알겠어
나는 30쯤에 할 거야
3년 후면 30인데 금방이네
그리고 말이 3년 후지
할지 안 할지도 모른다니까
나이 더 늦어지면 결혼도 못하니까 빨리 해라",일상 대화
378,"요즘 핑크뮬리 다시 시작됐던데 가봤어?
헐 진짜!?! 대박 ㅜㅜ 핑크뮬리라니
단풍만 떠올리고 생각도 못해봤다
응 요즘 하나둘씩 사진 올라오드라 키키
어맴매 ㅜㅜ 가을은 가을이구나 확실히 매미도 이제 안 울고 귀뚜라미만 나
여름에 진짜 시끄러웠는데 이제 좀 조용하네 키키
키키 ㅇㅈ 올여름 덥고 시끄럽고 습하고 최악이엿지
작년보다 더 그랬던 거 같아 여름 싫어~
마저., 갈수록 더워지고 길어져서 골치 아픔 키키
아직도 낮엔 좀 덥더라
맞아 아직 반팔은 못 벗어났어 키키
키키  웅 반팔에 그냥 얇은 외투…
원래 낮에 나갈 일이 별루 없어서 몰랐는데 오늘 나갔다가 놀램 ㄷㄷ
그니깐 나무 흔들리길래 바람 부는 줄 알았는데 햇빛 장난아냐 키키
키키 어어 마자 키키 햇빛이 엄청 뜨겁더라 아직 바람만 선선한 정도인가 바 ㅜㅜ
바람 안 불면 저녁에두 글케 안 춥넹
그니깐 난 추운 게 좋아 얼른 더 추워졌으면...키키
아 맞슴다 추우면 껴입을 수라도 있지 땀도 안 나서 조아
이번 여름 땀 한가지씩 흘려댔다고 ㅜㅜ
걍 30초컷이였음… ㄹㅇ 찜질방 갈 필요 없는, 으으 지구온난화 멈춰",일상 대화
379,"점심 맛있게 먹었어? 메뉴 뭐였어? 키키
저번에 마켓컬리에서 시켰던 짜장면 해 먹었는데 맛있더라
오 키키 밀키트 같은 거? 키키
어어 키키 그 중화요리사 유명한 사람이 만든 거 키키 누구더라
*** 얘기하는 거? 키키
어어 키키 그 사람이 밀키트 만들었더라고 짬뽕도 맛있대
오호 키키 밀키트 비싸기는 해도 괜찮은 듯 키키
생각보다 괜찮더라 키키 너는 뭐 먹었어?
며칠 전에 밀키트 스테이크랑 밀푀유나베 사서 먹어봤는데 괜찮더라 키키
밀푀유나베 나도 먹어봤는데 괜찮은 듯
키키 간편하고 좋더라 키키 다음에 또 사 먹을 의향 있음 키키
나도 키키 요즘 밀키트 진짜 잘나옴
키키 며칠 전에 네이버 쇼핑에서 할인하더라고 키키
오 진짜? 나도 사보고 싶다 키키
키키 그날 하루만 해서 지금은 끝남
헐 아쉽 ㅠㅠ 다음에 혹시 하면 알려줘",일상 대화
380,"야 그거 봄? 2030 세대는 어차피 집 못 산다는 거
응응 죽어라 일해도 이제 집 못 사지 키키
그래 평생 벌어도 방 한 칸 못 산다고 하더라 ㅠㅠ
국회의원이 전 국민이 월세 사는 나라를 만들 거라고 했잖아
근데 자기는 부동산 있다며 키키
우리는 월세 살이 해야 하나
아마도... 그래서 아예 부동산 꿈은 안 꾸잖아
맞아 키키 나도 그럼 키키
나도 명품이나 살까
근데 또 집은 있어야 할 것 같기도 하고
그래 우리는 또 부모 세대랑 너무 달라서 뭐가 맞을지 모르겠다
어 키키 미래는 진짜 어떻게 될지 모르니까
그래 키키 인구가 점점 주는데 빈집도 많아지지 않을까?
어 맞아 창원은 지금 집값이 바닥을 쳤다고 하더라
거기 산업이 없어지면서 그랬다고 했었제?
어 키키 울산도 지금 빈집이 남아돈다고 하더라
울산은 왜? 조선소 때문에 아직도 그렇대?
응응 울산은 조선소에서 일하는 사람들이 많았잖아",일상 대화
381,"중학교 때 진학 상담 받았었어?
받았지 선생님들한테 많이 상담했었다
니는 공부 잘했으니까 쌤들이 좋은 학교 많이 추천해주셨겠네?
추천은 많이 해주셨지 하하
고민 많이 했던 거 같다
원하는 학교 갔나? 키키
어 키키 집 근처였기도 했었지
나도 집 근처로 갔는데 키키 남녀 공학이야?
어 키키 너는 여고 나오지 않았어?
맞아 키키 여고생활 너무 재밌었다
나도 나름 재미있게 생활했던 거 같다
키키 남녀 합반이였어? 궁금함
어 합반이였지 하하 나는 중학교 고등학교 다 남녀공학 나왔어
오 키키 나는 중학교는 남녀공학이였당 키키
어디가 더 나은 거 같아?
여고가 더 재밌었던 것 같아 키키
웃긴 애들이 너무 많았다
남고도 궁금하기는 하다",일상 대화
382,"이번에 우리 레저 즐기러 가 볼까? ~
레저 좋지
어떤 레저를 즐기러 가볼까!
좋지 키키
너 할 줄 아는 스포츠 있어?
나는 딱히 잘하는 건 없지만 조금씩은 해! 키키
그래?
그러면 패러글라이딩이나 보드 탈 줄 알아? !
패러글라이딩은 고소공포증 때문에 한번도 해본 적이 없네 ...
아 그렇구나
그러면 보드 타러 갈까? ~
보드도 잘 타지는 않지만 좋아 키키
좋아
그러면 우리 보드 타러 주말에 가자
그래
어디로 갈 생각 이야? 키키
가평에 빠지 알아?
여기가 국룰이래
오 빠지 알지!
여름에 많이 가봤어 키키
그치?
여기서 보드나 같이 타 보자
가격도 괜찮다더라
맞아
가격대 봤는데 그렇게 부담스럽지는 않더라!
맞지?
그러면 그렇게 이번 주말엔 놀자~
알겠어
오랜만에 내 균형 감각을 깨우겠다! 키키",일상 대화
383,"나 오늘 회사 첫 출근했어! 하하
오 그 회사 분위기는 어때?
너무 조용해서 살짝 눈치 보여 키키
헉 다들 일만 하고 있는거야? ㅠㅠ
응 그런 거 같아 키키 정적이 흘러!
와... 적응하기 어렵겠다 ㅠㅠ
그래도 첫출근이니까 잘해봐야지!
맞아 오늘 첫 출근이라 양복 입고 갔어!
오 멋 좀 부렸구만! 거기도 다 갖춰 입고 있었어?
당연하지 키키 다들 눈치 보면서 입고 온 거 같아
키키 맞아 첫출근은 진짜 그게 국룰 복지는 어때?
복지는 아직 와 닿는게 없네 ㅠㅠ
되게 직원들 신경 써주는 곳이였음 좋겠다!
복지까지 좋으면 좋겠는데 어떠려나...?
그래도 너가 괜찮다 생각해서 지원했을테니까 나쁘진 않을거같은데? 하하
나 믿는거야? 제발 나도 그랬으면 좋겠다!
웅 안목이 좋잖아 하하 회사는 탕비실이 잘 돼있음 복지 좋은거야!
낼 한번 가서 봐바!",일상 대화
384,"라라랜드 뭐가 재밌어서 또 본 거야?
분위기가 너무 좋아 노래도 좋고
분위기? 어떤 분위기더라
라라랜드 하면 보라색... 따뜻한 느낌
음... 춤추는 거만 기억나 ㅎ
맞아 그 탭댄스 씬!
너도 탭댄스 춰줘 그럼
아니 갑자기? 멈춰!
키키 외국 영화는 여주가 이쁘지 않냐 ㅜ
자세히 보면 더 예쁨 ㅠㅠ
자세히 보아야 예쁘다가 뭔데 키키
배우가 한몫 한다 이거지~
그런 거 좋아하면 원스도 봐봐
오케이 원스 본다.
원스 OST도 띵곡인 거 알제
그건 몰랐지... ost먼저 들어봐야지",일상 대화
385,"남자들도 외모 가꾸는 거 관심 많아?
예전엔 없었는데 한 살 한 살 먹으면서 관심이 생기더라...!
아하 그럼 외출할 때 비비크림 발라?
아... 아니!? 썬크림 정도만 바르고 있지!
아하 키키 요즘 남자들도 비비 많이 바른다 하길래!
맞아 나도 요즘 지하철 타면 심심찮게 보는 거 같아! 키키
친구들 중에 틴트도 바르더라, 대단해
오 나도 내 친구 중에 틴트 바르는 친구 있더라고!
근데 은근 자연스러우면 괜찮은 것 같아 키키
진짜 바르는 것도 스킬이 중요한 거 같아!
가끔 너무 과한 사람들 보면 무서워 키키
키키 그런 사람들 보면 지워 주고 싶더라!
얼굴은 엄청 하얀대, 입술은 빨갛고
거의 쏘우 같은 느낌일까...? 키키
쏘우가 자전거 타는 애지? 키키
잘못된 화장법을 배워서 그런가 봐 키키
나도 어릴 땐 그랬어
어릴 때 내 친구들도 많이 실수하더라 키키",일상 대화
386,"부상 당한 적이나 질병 있었던 적 있어 ?
많지 몸이 약해서 병원 자주 다니고 있다 ㅠㅠ
어릴 때부터 몸 약했나?
어 ㅠㅠ 좋은 약 다 챙겨 먹어도 안 건강해진다
지금도 병원 다니고 있나? ㅠㅠ
어 ㅜㅜ 한의원도 가고 내과도 가고 많이 다닌다
헐 어디 아파서 가는 거야?
위염도 있고 소화도 안되고 ㅠㅠ
밥은 잘 먹는 편이야 ?
밥 먹기는 하는데 소화가 안 돼서 소화제 꼭 챙겨 다닌다 ㅠㅠ
아 ㅠㅠ 진짜 불편하겠다 소화제 아니면 소화 잘 안돼 ?
어 ㅠㅠ 자극적인 음식 먹음 더 안되더라
오빠야는 엽떡이나 신떡 못 먹겠네...
그거 먹으면 이틀 동안 밥 못 먹는다고 봐야지
키키 와... 진짜 음식 가려서 잘 먹어야겠다...
어 ㅜㅜ 진짜 불편하 거 많다",일상 대화
387,"군대 내 자살이 37건으로 벌써 작년 한해 수준이래...
이런 기사 볼 때마다 진짜 마음이 안 좋네...
그러니까 우리도 다녀온 입장으로서 안타깝다
계속 개선한다고는 하는데 안 좋은 기사는 계속 올라오네
이게 기사가 올라오는 것도 이 정도인데 군 내부에서는 얼마나 더 사건 사고가 많겠어
그러니까... 우리도 보면 다른 부대는 무슨 일 있었다고 하더라 카더라 통신 있잖아
그게 사실인지 아닌지는 정확히 모르지만 소문이 괜히 나는 게 아니니까
우리가 모르는 문제들도 엄청 많을 꺼야
내부에서 묻는 사건 같은 거
맞아 내부에서 끝내려고 했다가 그게 안 되면 기사화 되는 느낌이기도 해
군대 문화 개선이 많이 되야 할 텐데 걱정이다...
맞아... 나중에 우리도 아들 낳고 하면 보내야 하는데 어떻게 보내냐...
지금 부모님들도 그러시잖아
어떻게 나라를 믿고 자식 군대를 보낼 수 있겠냐고
이게 개선을 한다고는 하는데 그게 잘 안 되고 있다는 걸 보여주는 거 같에
군 에서 좋은 방향으로 정책 내고 개선하면 뭐해 정작 군 생활 오래한 간부들이 그걸 안 좋아하는데 키키
맞아 키키 계급 높은 간부들이 이런 좋은 개선안 나올 때마다 우리 때는 우리 때는~ 듣기 싫어 키키
그니까 키키 군대가 진짜 꼰대 문화가 없어질 수가 없는 체계인 거 같아",일상 대화
388,"윤토벤노래 서툰 이별을 하려 해 들어봤나?
어 들어봤어
가사가 조금 슬프더라
어 키키 듣고 소름 돋더라
진짜 완전 대박 잘 부르더라
키키 나도 노래 잘 부르고 싶더
키키 나도 음치라서 저런 노래 따라 부르지도 못할 껄
키키 같이 노래방 가서 연습 좀 하자
나랑 내일 노래방 같이 가서 연습할래? 키키
아니... 거절할란다 키키
음치끼리 연습하면 달라지는 거 없을 것 같은데
근데 듣는 귀는 있으니까 도움이 되지 않을까? 키키
서로 뭐가 잘못 됐는지 말은 해줄 수 있잖아
키키 말해주기도 전에 본인이 알고 있을 껄
키키 주변에 노래 잘하는 사람 없나?
내 친구 쫌 안 유명한 가수 있다 키키
진짜?
가수면 노래 엄청 잘 하겠네
잘한다 키키
근데 대중들한테 아직 안 유명해
다음에 소개 좀 시켜도 키키
그래
다음에 한번 같이 보컬 레슨 받자 키키
그 친구 보고 노래 강의 쫌 해 달라하자
좋다 키키
내 주변에는 가수나 연예인이 없노",일상 대화
389,"환절기 감기 조심해 !
기침하면 큰일나!
하긴 요새 감기 걸리면 코로나 검사는 덤이잖아 ㅠㅠ 진짜 조심해야지
그니깐, 무서워서 병원도 못 가 키키 괜히 불편하고 미안하고 그래
키키 맞아 ㅠㅠ 걸리면 조용히 선별 진료소로 걸어가야지 뭐... ㅠㅠ
안 걸리는 게 베스트긴 해
그러게 키키
이렇게 많이 나오는데 안 걸리는 것도 신기해 키키
주변에 아직 확진자 없어
키키 나도 아직 주변에 확진자는 안 나왔어 다행인 거 같아 ㅠㅠ
그치 키키 너무 신기해
나는 고위험군 시설 종사자 인데 한번도 안 걸렸어
키키 와 진짜 운이 좋은 거 아니야?
동선 겹친 적도 없어? 키키
응응 나는 백화점에서 일하는데 몇 명 자주 나왔거든 한번도 동선 겹친 적이 없어
오 진짜 다행이다 ㅠㅠ 난 전에 일하면서 한번 겹쳐 가지고 자가격리 당했었어 결과 나올 때까지
헐 자가 격리 2주 당한 거 아니지?
응 2주는 아니고 키키 한 4일 정도 했었어 키키
헐 키키 4일도 힘들었겠다.
남친네 아빠는 진짜 밀접촉자라서 2주 하셨어...
2주 ㅠㅠ 일할 때는 2주 격리면 2주 휴가라고 엄청 부럽다 생각했는데 지금 격리되면 끔찍할 거 같아
그치... 가족들도 못 보고 밥도 배달 먹고 키키
키키 맞아 나가지도 못하니까 ㅠㅠ 진짜 창살 없는 감옥에 갖힌 느낌일 거 같아",일상 대화
390,"연예인들은 피부 걱정 없어서 좋겠다
맞어
연예인들 다 피부가 좋은 거 같아
관리 받아서 그러겠지?
엉 ㅠㅠ 다 관리 받으니까...
나도 관리 받고 싶다
피부 관리는 가격이 비싼가?
아무래도 비싸지 ㅠ
한 번 받는데 5만 원 훨씬 넘을껄
그래도 한 달에 2~3번 피부 관리 받는 건 괜찮을 거 같은데?
오빠야는 받아 본 적 있어?
아니 키키
한번도 없어 하하
키키 아 진짜 너무 받아보고 싶다 ㅠㅠ
월급 받으면 한번 받으러 가봐 하하
키키 가면 얼굴 마사지 해주고 팩 해주고 끝나지 않나?
그렇게 해주겠지?
아니면 집에서 팩 이라도 자주 해라
내 아무 팩이나 하면 피부 망가지더라 ㅠㅠ
피부 예민하다고 했제
엉 ㅠㅠ 팩 하다 보면 피부가 쫌 따갑더라
그럼 너 화장도 안 하고 다니는 거야?",일상 대화
391,"중국에선 가상 화폐 거래 전면 금지했대
헐? 왜요? 그런 걸로 너무 문제가 많았대요?
이게 불법 거래라고 판단을 했다더라고 ㅜㅜ
아... 그럼 지금까지 거래한 사람들은 어떻게 되는 거죠?
그러니까 그래서 지금 비트코인 폭락하고 다들 처분하고 난리래
와... 문제다 진짜... 중국은 참... 뭔가 대단하네요
응... 키키 정부가 정하면 그대로 되는 것도 신기하긴 하네
그니깐요 키키 진짜 그것도 신기하긴 해요 키키
키키 근데 너무 자유가 없지 않을까 ㅜㅜ 유튜브도 못 한다며
와... 그건 좀 심하네요 전 불가능할 것 같네요...
응... 무슨 인스타나 페북도 못 하게 막혀 있다더라
와... 그러면 얼마나 심심해요?
대체 뭘 하고 사는 거지...
키키 그래서 다들 틱톡을 하고 있는 게 아닐까?
아... 그래서 틱톡이 그렇게 성황이구나... 그것도 이상하던데...
키키 응 그것도 뭐 개인정보 다 넘어간다고 난리였잖아 ㅜㅜ
맞아 맞아... 그래서 전 틱톡 깔아 보지도 않았어요 키키",일상 대화
392,"음료수는 요새 뭐 먹어요? 키키
난 아아 먹어! 키키
딴 음료수는 안 좋아해 키키
오 아아 키키 언니 어른이다! 전 콜라 키키
넌 음료수 자주 마셔?
키키 전 뭐 밥 먹을 때도 음료수예요
오! 탄산음료 좋아하는구나?!
키키 엄청나게 좋아해요
그래서 우리 집에 탄산 뽑는 기계도 있어요
탄산음료 몸에 안 좋대 ㅠㅜㅜ 줄여 ㅠㅠ
키키 ㅜㅜ 언니도 잔소리쟁이야 흥! 키키
어? 집에 탄산 기계가 있다고!?!? 키키 대단하네?
키키 탄산수? 그거 나오는 거예요 키키
아니 키키 실제로 의학적으로다가 키키 증명이 됐어...
몸에 안 좋아 키키
키키 악... 정말 몸에 좋은 탄산을 만들어라!
와... 대단하다 키키 그럼 탄산수로도 마셔 그냥?
넵 거기에 그냥 오미자나 매실 태워서 먹어요 키키
액상과당이 몸에 치명적이라잖아... 줄여야 해!",일상 대화
393,"이제 환절기가 확실해
나 콧물 나,
감기 조심하자
낮더밤추 진심 개추워 ㅠ
근데 이런 날씨 난 좋아 하하
나도 좋은데 겉옷 필수로 챙겨 다녀
가을 좋은 거 같아
근데 별로 없어 ㅠ
키키 맞아 가을 너무 짧아 ㅠ
쫌 있으면 바로 겨울일 듯
밤엔 춥다 ㅠ
난 겨울 좋아
얼른 와라~
나 서울 가서 맨투맨 샀자나 하하
빨리 입고 시퍼
오 이 계절에 입기 좋지 맨투맨
후드티도 사고 싶은데 어디 거 사징
맨투맨이나 후드 하나 입고 나가는 거... 헐 나 설렜어 ㅜㅜ
키키 맞지 키키 이제 반팔 그만.
키키 반팔 진짜 코디도 힘들고 ㅠ
맞아 겨울이 좋다 난 ㅠ",일상 대화
394,"그냥 위드 코로나 하나 봐
이제 그렇게 되는 거야... 여행도 가고
이제 미국 가도 자가 격리 안 해도 된다넹
백신 안 맞아도? 헐;
당근 백신 맞은 사람이쥬...
아... 근데 자가 격리가 무슨 예방이 됨?
얌 백신 맞고 어땠어 아팠어?
웅 나는 팔만 좀 아프고 괜찮들
그냥 그 기간 동안 증상을 보고 입국 시키겠다는 거쥬
1차는 머리가 많이 아팠어 ㅜㅜ
다행이네 약 먹고 그랬어?
아니 약 안 먹고 머리 아팟는데 약 먹고도 아팠음
너네 가족은 그럼 다 맞았어?
아니 우리 라꿍이는 금요일에 맞고
웅웅 2차는  아직 남았어?
애기는 아직...  맞을 수 있대?",일상 대화
395,"마지막으로 다녀온 여행지가 어디야?
음 나는 제주도? 휴가 때!
여름 휴가? 제주도 ㅠㅠ 요즘 너무 가고 싶어
엄청 많대 사람 제주도도 헬이야
주위에도 많이 다녀왔더라 키키 요즘 너무 가고 싶어 키키
최근에 어디 간 적 없어?
웅 최근엔 없네 ㅜㅜ 담달에 캠핑이나 가려구
아 맞다 나도 최근에 캠핑 갔다 왔어 키키
오 대박 키키 어디로 다녀왔어?
대전 가까운 곳~ 파크오브드림이라고 있어!
거기 괜찮았어? 요즘은 예약하기도 힘들더라
한달 정도 기다렸다가 이틀 전에 들어갔는데 취소 몇 개씩 뜨더라 키키
키키 꼭 그런다니깐 키키 어땠어? 재밌지?!
그냥 고기 먹고 그냥 노는 거지 뭐 하하
나 간 데는 방음이 너무 안되더라 키키
아 진짜? 여기는 밤 되니까 조금 조용하더라구",일상 대화
396,"**야 너는 나랑 유머 코드가 비슷하면서도 어딘가 다른 거 같어 ㅇㅅㅇ
왜 내가 재밌는 드라마 너는 노잼일까
키키 몰라... 니가 막 우아아아 엄청 재밌어 꼭 봐! 해서 미스터 션샤인 봤는데 보다 졸려서 잤어
아니 그걸 보다 자면 어케 눈 크게 뜨고 잘 봐야지 ㅠ0ㅠ
물론 처음엔 조금 지루하긴 하지만
근데 저번에 그 김과장인가 너가 인생 드라마라고 해서 봤는데 난 그것도 별로...
감정이 메마른 거 아잉교!
거기서 남궁민이랑 준호 케미가 얼마나 난리 나는데 ㅠ0ㅠ
몰라 난 그냥 그런 전개 예상되는 드라마는 취향이 아닌가봐 훙
그렇다면 시그널은 어떻냐
이건 호불호 중에 무조건 호다!
크으으으으으~ 시그널은 완전 재밌지
제발 시즌2 나오면 좋겠어
역시 시그널 노잼이라는 사람은 못 봤음 키키
일단 캐스팅이 완벽해
김혜수 머선 일이고 8ㅅ8
마쟠 키키 치이잌...치잌...이재한 형사님...? 형사님...?!
키키 겁나 웃기노
니 이제훈 좋아하지 않나
아... 완전 좋아하지 ㅠ0ㅠ
시그널 때도 좋아했구 약간 다크한 드라마 좋아하는 거면 모범형사 보라우!
그거 최근에 나왔던 거 아닌가 ㅇㅅㅇ
니 사랑 제훈이 나오니
웅... 근데 이제훈 정색 때리다가 갑자기 막 개그캐 되고 겁나 꿀잼씈 키키
왠지 니가 꿀잼이라 하니 난 또 노잼일 거 같지만 한번 보도록 하겠댜악 ㅇㅅㅇ",일상 대화
